"grid_id","freg_id","nuts_id","mun_id"
77,"110920","PT1B","1109"
78,"110705","PT1B","1107"
79,"111409","PT1B","1114"
80,"111129","PT1B","1111"
81,"111412","PT1B","1114"
82,"110919","PT1B","1109"
83,"111603","PT1B","1116"
84,"110602","PT1B","1106"
85,"110508","PT1B","1105"
86,"111009","PT1B","1110"
87,"110729","PT1B","1107"
88,"111130","PT1B","1111"
89,"111131","PT1B","1111"
90,"110922","PT1B","1109"
91,"111413","PT1B","1114"
92,"110922","PT1B","1109"
93,"111516","PT1B","1115"
94,"111134","PT1B","1111"
95,"111409","PT1B","1114"
96,"110702","PT1B","1107"
97,"110909","PT1B","1109"
98,"110501","PT1B","1105"
99,"110707","PT1B","1107"
100,"111013","PT1B","1110"
101,"111409","PT1B","1114"
102,"110501","PT1B","1105"
103,"110913","PT1B","1109"
104,"110702","PT1B","1107"
105,"111105","PT1B","1111"
106,"111409","PT1B","1114"
107,"111128","PT1B","1111"
108,"110920","PT1B","1109"
109,"110731","PT1B","1107"
110,"111409","PT1B","1114"
111,"111134","PT1B","1111"
112,"110909","PT1B","1109"
113,"111408","PT1B","1114"
114,"110657","PT1B","1106"
115,"111134","PT1B","1111"
116,"110501","PT1B","1105"
117,"110707","PT1B","1107"
118,"111128","PT1B","1111"
119,"110621","PT1B","1106"
120,"110909","PT1B","1109"
121,"110702","PT1B","1107"
122,"111409","PT1B","1114"
123,"111132","PT1B","1111"
124,"111412","PT1B","1114"
125,"110904","PT1B","1109"
126,"110918","PT1B","1109"
127,"111603","PT1B","1116"
128,"111512","PT1B","1115"
129,"110506","PT1B","1105"
130,"111409","PT1B","1114"
131,"111009","PT1B","1110"
132,"110919","PT1B","1109"
133,"110730","PT1B","1107"
134,"111130","PT1B","1111"
135,"110922","PT1B","1109"
136,"111413","PT1B","1114"
137,"111128","PT1B","1111"
138,"110922","PT1B","1109"
139,"111014","PT1B","1110"
140,"111409","PT1B","1114"
141,"111409","PT1B","1114"
142,"111135","PT1B","1111"
143,"110702","PT1B","1107"
144,"110906","PT1B","1109"
145,"110501","PT1B","1105"
146,"111409","PT1B","1114"
147,"111409","PT1B","1114"
148,"111128","PT1B","1111"
149,"110904","PT1B","1109"
150,"110702","PT1B","1107"
151,"111105","PT1B","1111"
152,"110913","PT1B","1109"
153,"111409","PT1B","1114"
154,"110920","PT1B","1109"
155,"111609","PT1B","1116"
156,"111409","PT1B","1114"
157,"111134","PT1B","1111"
158,"110909","PT1B","1109"
159,"110728","PT1B","1107"
160,"110656","PT1B","1106"
161,"110501","PT1B","1105"
162,"110913","PT1B","1109"
163,"111610","PT1B","1116"
164,"111128","PT1B","1111"
165,"111134","PT1B","1111"
166,"110708","PT1B","1107"
167,"111415","PT1B","1114"
168,"111409","PT1B","1114"
169,"111131","PT1B","1111"
170,"111412","PT1B","1114"
171,"110501","PT1B","1105"
172,"111409","PT1B","1114"
173,"111108","PT1B","1111"
174,"111414","PT1B","1114"
175,"110919","PT1B","1109"
176,"110729","PT1B","1107"
177,"111409","PT1B","1114"
178,"110922","PT1B","1109"
179,"111413","PT1B","1114"
180,"111128","PT1B","1111"
181,"110922","PT1B","1109"
182,"111014","PT1B","1110"
183,"111409","PT1B","1114"
184,"111414","PT1B","1114"
185,"111135","PT1B","1111"
186,"110911","PT1B","1109"
187,"110909","PT1B","1109"
188,"111002","PT1B","1110"
189,"111409","PT1B","1114"
190,"110501","PT1B","1105"
191,"110702","PT1B","1107"
192,"110904","PT1B","1109"
193,"111409","PT1B","1114"
194,"111102","PT1B","1111"
195,"111134","PT1B","1111"
196,"110906","PT1B","1109"
197,"110909","PT1B","1109"
198,"110729","PT1B","1107"
199,"110610","PT1B","1106"
200,"111414","PT1B","1114"
201,"110913","PT1B","1109"
202,"111129","PT1B","1111"
203,"111128","PT1B","1111"
204,"111134","PT1B","1111"
205,"110707","PT1B","1107"
206,"111413","PT1B","1114"
207,"111135","PT1B","1111"
208,"111412","PT1B","1114"
209,"110909","PT1B","1109"
210,"111515","PT1B","1115"
211,"111409","PT1B","1114"
212,"111108","PT1B","1111"
213,"110730","PT1B","1107"
214,"111409","PT1B","1114"
215,"111102","PT1B","1111"
216,"111415","PT1B","1114"
217,"111105","PT1B","1111"
218,"111409","PT1B","1114"
219,"110922","PT1B","1109"
220,"110507","PT1B","1105"
221,"111413","PT1B","1114"
222,"111414","PT1B","1114"
223,"110702","PT1B","1107"
224,"110909","PT1B","1109"
225,"111125","PT1B","1111"
226,"110501","PT1B","1105"
227,"110702","PT1B","1107"
228,"111409","PT1B","1114"
229,"111102","PT1B","1111"
230,"110920","PT1B","1109"
231,"110731","PT1B","1107"
232,"111409","PT1B","1114"
233,"111128","PT1B","1111"
234,"111409","PT1B","1114"
235,"111412","PT1B","1114"
236,"110919","PT1B","1109"
237,"111415","PT1B","1114"
238,"110660","PT1B","1106"
239,"111134","PT1B","1111"
240,"111134","PT1B","1111"
241,"110708","PT1B","1107"
242,"111413","PT1B","1114"
243,"110909","PT1B","1109"
244,"111514","PT1B","1115"
245,"111128","PT1B","1111"
246,"110918","PT1B","1109"
247,"110707","PT1B","1107"
248,"111132","PT1B","1111"
249,"110920","PT1B","1109"
250,"110702","PT1B","1107"
251,"111408","PT1B","1114"
252,"111105","PT1B","1111"
253,"111409","PT1B","1114"
254,"110919","PT1B","1109"
255,"110633","PT1B","1106"
256,"111014","PT1B","1110"
257,"111413","PT1B","1114"
258,"111128","PT1B","1111"
259,"110702","PT1B","1107"
260,"110728","PT1B","1107"
261,"111517","PT1B","1115"
262,"110508","PT1B","1105"
263,"110702","PT1B","1107"
264,"111409","PT1B","1114"
265,"111128","PT1B","1111"
266,"110607","PT1B","1106"
267,"110920","PT1B","1109"
268,"110731","PT1B","1107"
269,"111412","PT1B","1114"
270,"110904","PT1B","1109"
271,"110909","PT1B","1109"
272,"111408","PT1B","1114"
273,"110602","PT1B","1106"
274,"110507","PT1B","1105"
275,"111134","PT1B","1111"
276,"111610","PT1B","1116"
277,"110667","PT1B","1106"
278,"110729","PT1B","1107"
279,"111409","PT1B","1114"
280,"111131","PT1B","1111"
281,"110611","PT1B","1106"
282,"111409","PT1B","1114"
283,"111124","PT1B","1111"
284,"110918","PT1B","1109"
285,"111409","PT1B","1114"
286,"111130","PT1B","1111"
287,"111105","PT1B","1111"
288,"110921","PT1B","1109"
289,"110702","PT1B","1107"
290,"111105","PT1B","1111"
291,"111409","PT1B","1114"
292,"110919","PT1B","1109"
293,"110731","PT1B","1107"
294,"111009","PT1B","1110"
295,"111413","PT1B","1114"
296,"111414","PT1B","1114"
297,"111128","PT1B","1111"
298,"111134","PT1B","1111"
299,"110508","PT1B","1105"
300,"110728","PT1B","1107"
301,"111517","PT1B","1115"
302,"110508","PT1B","1105"
303,"110501","PT1B","1105"
304,"110909","PT1B","1109"
305,"110729","PT1B","1107"
306,"111409","PT1B","1114"
307,"111128","PT1B","1111"
308,"111135","PT1B","1111"
309,"110618","PT1B","1106"
310,"111409","PT1B","1114"
311,"111409","PT1B","1114"
312,"111132","PT1B","1111"
313,"111412","PT1B","1114"
314,"110904","PT1B","1109"
315,"110601","PT1B","1106"
316,"110506","PT1B","1105"
317,"110506","PT1B","1105"
318,"111414","PT1B","1114"
319,"110707","PT1B","1107"
320,"111409","PT1B","1114"
321,"110705","PT1B","1107"
322,"111413","PT1B","1114"
323,"111131","PT1B","1111"
324,"110611","PT1B","1106"
325,"111409","PT1B","1114"
326,"111414","PT1B","1114"
327,"111108","PT1B","1111"
328,"110730","PT1B","1107"
329,"111013","PT1B","1110"
330,"111409","PT1B","1114"
331,"111130","PT1B","1111"
332,"110921","PT1B","1109"
333,"111408","PT1B","1114"
334,"111128","PT1B","1111"
335,"111409","PT1B","1114"
336,"111135","PT1B","1111"
337,"110902","PT1B","1109"
338,"110501","PT1B","1105"
339,"110728","PT1B","1107"
340,"111133","PT1B","1111"
341,"110508","PT1B","1105"
342,"110913","PT1B","1109"
343,"110705","PT1B","1107"
344,"110913","PT1B","1109"
345,"111128","PT1B","1111"
346,"111135","PT1B","1111"
347,"110618","PT1B","1106"
348,"111409","PT1B","1114"
349,"111132","PT1B","1111"
350,"111412","PT1B","1114"
351,"110904","PT1B","1109"
352,"110658","PT1B","1106"
353,"110920","PT1B","1109"
354,"110731","PT1B","1107"
355,"110660","PT1B","1106"
356,"111409","PT1B","1114"
357,"110506","PT1B","1105"
358,"111414","PT1B","1114"
359,"110918","PT1B","1109"
360,"111129","PT1B","1111"
361,"111122","PT1B","1111"
362,"110656","PT1B","1106"
363,"111409","PT1B","1114"
364,"111135","PT1B","1111"
365,"111608","PT1B","1116"
366,"111014","PT1B","1110"
367,"111409","PT1B","1114"
368,"111414","PT1B","1114"
369,"110730","PT1B","1107"
370,"111517","PT1B","1115"
371,"111130","PT1B","1111"
372,"110922","PT1B","1109"
373,"111408","PT1B","1114"
374,"111128","PT1B","1111"
375,"111409","PT1B","1114"
376,"110919","PT1B","1109"
377,"110726","PT1B","1107"
378,"111409","PT1B","1114"
379,"111128","PT1B","1111"
380,"110909","PT1B","1109"
381,"111409","PT1B","1114"
382,"111002","PT1B","1110"
383,"110508","PT1B","1105"
384,"110508","PT1B","1105"
385,"110913","PT1B","1109"
386,"111108","PT1B","1111"
387,"111134","PT1B","1111"
388,"110618","PT1B","1106"
389,"111409","PT1B","1114"
390,"110702","PT1B","1107"
391,"110909","PT1B","1109"
392,"110728","PT1B","1107"
393,"110666","PT1B","1106"
394,"110506","PT1B","1105"
395,"110918","PT1B","1109"
396,"111129","PT1B","1111"
397,"111409","PT1B","1114"
398,"111130","PT1B","1111"
399,"111129","PT1B","1111"
400,"110708","PT1B","1107"
401,"111415","PT1B","1114"
402,"111132","PT1B","1111"
403,"110911","PT1B","1109"
404,"111608","PT1B","1116"
405,"111409","PT1B","1114"
406,"110506","PT1B","1105"
407,"110707","PT1B","1107"
408,"111512","PT1B","1115"
409,"111122","PT1B","1111"
410,"110921","PT1B","1109"
411,"110702","PT1B","1107"
412,"111409","PT1B","1114"
413,"110919","PT1B","1109"
414,"110662","PT1B","1106"
415,"111014","PT1B","1110"
416,"111409","PT1B","1114"
417,"111135","PT1B","1111"
418,"110909","PT1B","1109"
419,"111409","PT1B","1114"
420,"111002","PT1B","1110"
421,"110508","PT1B","1105"
422,"110501","PT1B","1105"
423,"110909","PT1B","1109"
424,"111102","PT1B","1111"
425,"110920","PT1B","1109"
426,"111409","PT1B","1114"
427,"111132","PT1B","1111"
428,"110702","PT1B","1107"
429,"110904","PT1B","1109"
430,"110921","PT1B","1109"
431,"110608","PT1B","1106"
432,"110902","PT1B","1109"
433,"111002","PT1B","1110"
434,"111412","PT1B","1114"
435,"110918","PT1B","1109"
436,"111129","PT1B","1111"
437,"111130","PT1B","1111"
438,"110922","PT1B","1109"
439,"110922","PT1B","1109"
440,"111135","PT1B","1111"
441,NA,NA,NA
442,"111610","PT1B","1116"
443,"111014","PT1B","1110"
444,"111413","PT1B","1114"
445,"111409","PT1B","1114"
446,"110506","PT1B","1105"
447,"110918","PT1B","1109"
448,"110707","PT1B","1107"
449,"111512","PT1B","1115"
450,"110508","PT1B","1105"
451,"111108","PT1B","1111"
452,"110920","PT1B","1109"
453,"110729","PT1B","1107"
454,"111105","PT1B","1111"
455,"111409","PT1B","1114"
456,"110921","PT1B","1109"
457,"110654","PT1B","1106"
458,"111409","PT1B","1114"
459,"111409","PT1B","1114"
460,"111134","PT1B","1111"
461,"110909","PT1B","1109"
462,"110508","PT1B","1105"
463,"111134","PT1B","1111"
464,"110501","PT1B","1105"
465,"110918","PT1B","1109"
466,"110920","PT1B","1109"
467,"111409","PT1B","1114"
468,"111409","PT1B","1114"
469,"111129","PT1B","1111"
470,"110921","PT1B","1109"
471,"110608","PT1B","1106"
472,"111124","PT1B","1111"
473,"110919","PT1B","1109"
474,"110707","PT1B","1107"
475,"111130","PT1B","1111"
476,"110922","PT1B","1109"
477,"110911","PT1B","1109"
478,"111409","PT1B","1114"
479,"111409","PT1B","1114"
480,"111409","PT1B","1114"
481,"110918","PT1B","1109"
482,"110707","PT1B","1107"
483,"110919","PT1B","1109"
484,"111517","PT1B","1115"
485,"111409","PT1B","1114"
486,"110920","PT1B","1109"
487,"110729","PT1B","1107"
488,"111105","PT1B","1111"
489,"110921","PT1B","1109"
490,"110654","PT1B","1106"
491,"111409","PT1B","1114"
492,"111134","PT1B","1111"
493,"110906","PT1B","1109"
494,"111105","PT1B","1111"
495,"110728","PT1B","1107"
496,"111134","PT1B","1111"
497,"110501","PT1B","1105"
498,"110904","PT1B","1109"
499,"110707","PT1B","1107"
500,"111128","PT1B","1111"
501,"111409","PT1B","1114"
502,"111409","PT1B","1114"
503,"111102","PT1B","1111"
504,"111413","PT1B","1114"
505,"110921","PT1B","1109"
506,"110608","PT1B","1106"
507,"111409","PT1B","1114"
508,"110922","PT1B","1109"
509,"111130","PT1B","1111"
510,"110922","PT1B","1109"
511,"110911","PT1B","1109"
512,"111409","PT1B","1114"
513,"110911","PT1B","1109"
514,"111608","PT1B","1116"
515,"111409","PT1B","1114"
516,"111409","PT1B","1114"
517,"110729","PT1B","1107"
518,"110919","PT1B","1109"
519,"111012","PT1B","1110"
520,"110508","PT1B","1105"
521,"111128","PT1B","1111"
522,"111409","PT1B","1114"
523,"110921","PT1B","1109"
524,"110654","PT1B","1106"
525,"111409","PT1B","1114"
526,"110911","PT1B","1109"
527,"110906","PT1B","1109"
528,"110501","PT1B","1105"
529,"110728","PT1B","1107"
530,"110501","PT1B","1105"
531,"110904","PT1B","1109"
532,"111129","PT1B","1111"
533,"110904","PT1B","1109"
534,"111128","PT1B","1111"
535,"111134","PT1B","1111"
536,"110708","PT1B","1107"
537,"111409","PT1B","1114"
538,"111409","PT1B","1114"
539,"111102","PT1B","1111"
540,"111413","PT1B","1114"
541,"110909","PT1B","1109"
542,"111608","PT1B","1116"
543,"110654","PT1B","1106"
544,"110506","PT1B","1105"
545,"111414","PT1B","1114"
546,"110707","PT1B","1107"
547,"111122","PT1B","1111"
548,"110922","PT1B","1109"
549,"110922","PT1B","1109"
550,"111413","PT1B","1114"
551,"110707","PT1B","1107"
552,"111409","PT1B","1114"
553,"110729","PT1B","1107"
554,"110919","PT1B","1109"
555,"111013","PT1B","1110"
556,"111409","PT1B","1114"
557,"110729","PT1B","1107"
558,"111128","PT1B","1111"
559,"111409","PT1B","1114"
560,"110662","PT1B","1106"
561,"111409","PT1B","1114"
562,"111134","PT1B","1111"
563,"111134","PT1B","1111"
564,"110911","PT1B","1109"
565,"111105","PT1B","1111"
566,"110610","PT1B","1106"
567,"111134","PT1B","1111"
568,"111128","PT1B","1111"
569,"110904","PT1B","1109"
570,"111129","PT1B","1111"
571,"110904","PT1B","1109"
572,"111128","PT1B","1111"
573,"110920","PT1B","1109"
574,"110708","PT1B","1107"
575,"111409","PT1B","1114"
576,"111132","PT1B","1111"
577,"110909","PT1B","1109"
578,"111608","PT1B","1116"
579,"110618","PT1B","1106"
580,"110508","PT1B","1105"
581,"110506","PT1B","1105"
582,"110919","PT1B","1109"
583,"111129","PT1B","1111"
584,"110707","PT1B","1107"
585,"111122","PT1B","1111"
586,"111129","PT1B","1111"
587,"110708","PT1B","1107"
588,"111408","PT1B","1114"
589,"111105","PT1B","1111"
590,"110921","PT1B","1109"
591,"111516","PT1B","1115"
592,"111412","PT1B","1114"
593,"111409","PT1B","1114"
594,"111135","PT1B","1111"
595,"110501","PT1B","1105"
596,"110508","PT1B","1105"
597,"111409","PT1B","1114"
598,"110501","PT1B","1105"
599,"111408","PT1B","1114"
600,"111128","PT1B","1111"
601,"111409","PT1B","1114"
602,"110633","PT1B","1106"
603,"111409","PT1B","1114"
604,"111134","PT1B","1111"
605,"111409","PT1B","1114"
606,"111134","PT1B","1111"
607,"110906","PT1B","1109"
608,"110610","PT1B","1106"
609,"111134","PT1B","1111"
610,"111128","PT1B","1111"
611,"110707","PT1B","1107"
612,"111128","PT1B","1111"
613,"110909","PT1B","1109"
614,"110705","PT1B","1107"
615,"111409","PT1B","1114"
616,"111129","PT1B","1111"
617,"110508","PT1B","1105"
618,"111009","PT1B","1110"
619,"110918","PT1B","1109"
620,"111129","PT1B","1111"
621,"110707","PT1B","1107"
622,"111129","PT1B","1111"
623,"110922","PT1B","1109"
624,"110702","PT1B","1107"
625,"111128","PT1B","1111"
626,"110922","PT1B","1109"
627,"111516","PT1B","1115"
628,"111409","PT1B","1114"
629,"111134","PT1B","1111"
630,"111409","PT1B","1114"
631,"110909","PT1B","1109"
632,"110501","PT1B","1105"
633,"110707","PT1B","1107"
634,"111012","PT1B","1110"
635,"111409","PT1B","1114"
636,"110501","PT1B","1105"
637,"110918","PT1B","1109"
638,"110702","PT1B","1107"
639,"111105","PT1B","1111"
640,"110904","PT1B","1109"
641,"111409","PT1B","1114"
642,"111128","PT1B","1111"
643,"111409","PT1B","1114"
644,"111409","PT1B","1114"
645,"111134","PT1B","1111"
646,"110913","PT1B","1109"
647,"111409","PT1B","1114"
648,"110608","PT1B","1106"
649,"110707","PT1B","1107"
650,"111128","PT1B","1111"
651,"110663","PT1B","1106"
652,"110920","PT1B","1109"
653,"110705","PT1B","1107"
654,"111409","PT1B","1114"
655,"111132","PT1B","1111"
656,"110918","PT1B","1109"
657,"111603","PT1B","1116"
658,"110658","PT1B","1106"
659,"111409","PT1B","1114"
660,"111009","PT1B","1110"
661,"110919","PT1B","1109"
662,"110729","PT1B","1107"
663,"111130","PT1B","1111"
664,"111413","PT1B","1114"
665,"111128","PT1B","1111"
666,"110921","PT1B","1109"
667,"111130","PT1B","1111"
668,"111409","PT1B","1114"
669,"111409","PT1B","1114"
670,"110702","PT1B","1107"
671,"110906","PT1B","1109"
672,"110501","PT1B","1105"
673,"110707","PT1B","1107"
674,"111013","PT1B","1110"
675,"111409","PT1B","1114"
676,"110501","PT1B","1105"
677,"110918","PT1B","1109"
678,"110702","PT1B","1107"
679,"111105","PT1B","1111"
680,"110904","PT1B","1109"
681,"111409","PT1B","1114"
682,"111102","PT1B","1111"
683,"110920","PT1B","1109"
684,"110664","PT1B","1106"
685,"111409","PT1B","1114"
686,"111134","PT1B","1111"
687,"110906","PT1B","1109"
688,"110909","PT1B","1109"
689,"110728","PT1B","1107"
690,"110656","PT1B","1106"
691,"110501","PT1B","1105"
692,"111128","PT1B","1111"
693,"110621","PT1B","1106"
694,"110909","PT1B","1109"
695,"110705","PT1B","1107"
696,"111415","PT1B","1114"
697,"111409","PT1B","1114"
698,"110904","PT1B","1109"
699,"110918","PT1B","1109"
700,"111603","PT1B","1116"
701,"110608","PT1B","1106"
702,"110508","PT1B","1105"
703,"111409","PT1B","1114"
704,"110506","PT1B","1105"
705,"111414","PT1B","1114"
706,"110919","PT1B","1109"
707,"110729","PT1B","1107"
708,"110919","PT1B","1109"
709,"111130","PT1B","1111"
710,"111129","PT1B","1111"
711,"111413","PT1B","1114"
712,"111128","PT1B","1111"
713,"110911","PT1B","1109"
714,"111014","PT1B","1110"
715,"111409","PT1B","1114"
716,"111135","PT1B","1111"
717,"110911","PT1B","1109"
718,"110501","PT1B","1105"
719,"111125","PT1B","1111"
720,"111409","PT1B","1114"
721,"111128","PT1B","1111"
722,"110913","PT1B","1109"
723,"110702","PT1B","1107"
724,"110913","PT1B","1109"
725,"111409","PT1B","1114"
726,"111102","PT1B","1111"
727,"110920","PT1B","1109"
728,"110730","PT1B","1107"
729,"111134","PT1B","1111"
730,"111412","PT1B","1114"
731,"110902","PT1B","1109"
732,"110909","PT1B","1109"
733,"111408","PT1B","1114"
734,"110657","PT1B","1106"
735,"110507","PT1B","1105"
736,"111134","PT1B","1111"
737,"110501","PT1B","1105"
738,"110913","PT1B","1109"
739,"111129","PT1B","1111"
740,"111128","PT1B","1111"
741,"111134","PT1B","1111"
742,"110707","PT1B","1107"
743,"111415","PT1B","1114"
744,"111135","PT1B","1111"
745,"110909","PT1B","1109"
746,"111514","PT1B","1115"
747,"110506","PT1B","1105"
748,"111412","PT1B","1114"
749,"111409","PT1B","1114"
750,"111108","PT1B","1111"
751,"111414","PT1B","1114"
752,"110919","PT1B","1109"
753,"111409","PT1B","1114"
754,"111102","PT1B","1111"
755,"110922","PT1B","1109"
756,"111128","PT1B","1111"
757,"111409","PT1B","1114"
758,"110911","PT1B","1109"
759,"110506","PT1B","1105"
760,"111409","PT1B","1114"
761,"111414","PT1B","1114"
762,"111135","PT1B","1111"
763,"110909","PT1B","1109"
764,"111002","PT1B","1110"
765,"111409","PT1B","1114"
766,"111128","PT1B","1111"
767,"110702","PT1B","1107"
768,"110913","PT1B","1109"
769,"111409","PT1B","1114"
770,"111102","PT1B","1111"
771,"110920","PT1B","1109"
772,"110731","PT1B","1107"
773,"111134","PT1B","1111"
774,"111409","PT1B","1114"
775,"111412","PT1B","1114"
776,"110658","PT1B","1106"
777,"110508","PT1B","1105"
778,"111134","PT1B","1111"
779,"110913","PT1B","1109"
780,"111129","PT1B","1111"
781,"111134","PT1B","1111"
782,"110708","PT1B","1107"
783,"111408","PT1B","1114"
784,"111135","PT1B","1111"
785,"110909","PT1B","1109"
786,"111515","PT1B","1115"
787,"111409","PT1B","1114"
788,"111128","PT1B","1111"
789,"111610","PT1B","1116"
790,"111409","PT1B","1114"
791,"111130","PT1B","1111"
792,"110921","PT1B","1109"
793,"110702","PT1B","1107"
794,"111408","PT1B","1114"
795,"111105","PT1B","1111"
796,"111409","PT1B","1114"
797,"111412","PT1B","1114"
798,"111414","PT1B","1114"
799,"111128","PT1B","1111"
800,"110702","PT1B","1107"
801,"110909","PT1B","1109"
802,"111125","PT1B","1111"
803,"110702","PT1B","1107"
804,"110913","PT1B","1109"
805,"111102","PT1B","1111"
806,"110920","PT1B","1109"
807,"110727","PT1B","1107"
808,"111409","PT1B","1114"
809,"110904","PT1B","1109"
810,"111012","PT1B","1110"
811,"110909","PT1B","1109"
812,"110728","PT1B","1107"
813,"110602","PT1B","1106"
814,"111134","PT1B","1111"
815,"111414","PT1B","1114"
816,"111610","PT1B","1116"
817,"110621","PT1B","1106"
818,"111409","PT1B","1114"
819,"111131","PT1B","1111"
820,"110702","PT1B","1107"
821,"110909","PT1B","1109"
822,"111515","PT1B","1115"
823,"111409","PT1B","1114"
824,"110707","PT1B","1107"
825,"111102","PT1B","1111"
826,"111105","PT1B","1111"
827,"110920","PT1B","1109"
828,"110729","PT1B","1107"
829,"111408","PT1B","1114"
830,"111105","PT1B","1111"
831,"111409","PT1B","1114"
832,"110919","PT1B","1109"
833,"110633","PT1B","1106"
834,"111014","PT1B","1110"
835,"111412","PT1B","1114"
836,"111414","PT1B","1114"
837,"111128","PT1B","1111"
838,"110702","PT1B","1107"
839,"110902","PT1B","1109"
840,"110728","PT1B","1107"
841,"111517","PT1B","1115"
842,"110501","PT1B","1105"
843,"111409","PT1B","1114"
844,"111128","PT1B","1111"
845,"110920","PT1B","1109"
846,"110731","PT1B","1107"
847,"111409","PT1B","1114"
848,"111409","PT1B","1114"
849,"111412","PT1B","1114"
850,"110904","PT1B","1109"
851,"110919","PT1B","1109"
852,"111415","PT1B","1114"
853,"110602","PT1B","1106"
854,"110507","PT1B","1105"
855,"111134","PT1B","1111"
856,"111414","PT1B","1114"
857,"111610","PT1B","1116"
858,"110667","PT1B","1106"
859,"110707","PT1B","1107"
860,"111413","PT1B","1114"
861,"111131","PT1B","1111"
862,"110611","PT1B","1106"
863,"111409","PT1B","1114"
864,"111108","PT1B","1111"
865,"110730","PT1B","1107"
866,"110919","PT1B","1109"
867,"111517","PT1B","1115"
868,"111409","PT1B","1114"
869,"111130","PT1B","1111"
870,"110920","PT1B","1109"
871,"110702","PT1B","1107"
872,"111409","PT1B","1114"
873,"110919","PT1B","1109"
874,"110727","PT1B","1107"
875,"111002","PT1B","1110"
876,"111414","PT1B","1114"
877,"111134","PT1B","1111"
878,"110902","PT1B","1109"
879,"110508","PT1B","1105"
880,"110728","PT1B","1107"
881,"111516","PT1B","1115"
882,"110508","PT1B","1105"
883,"110501","PT1B","1105"
884,"110913","PT1B","1109"
885,"110729","PT1B","1107"
886,"111409","PT1B","1114"
887,"111128","PT1B","1111"
888,"111135","PT1B","1111"
889,"110618","PT1B","1106"
890,"111409","PT1B","1114"
891,"111132","PT1B","1111"
892,"111412","PT1B","1114"
893,"110904","PT1B","1109"
894,"110658","PT1B","1106"
895,"110920","PT1B","1109"
896,"110731","PT1B","1107"
897,"110660","PT1B","1106"
898,"110507","PT1B","1105"
899,"111409","PT1B","1114"
900,"110506","PT1B","1105"
901,"111409","PT1B","1114"
902,"111129","PT1B","1111"
903,"111130","PT1B","1111"
904,"110656","PT1B","1106"
905,"110705","PT1B","1107"
906,"111131","PT1B","1111"
907,"111608","PT1B","1116"
908,"111014","PT1B","1110"
909,"111409","PT1B","1114"
910,"111414","PT1B","1114"
911,"111124","PT1B","1111"
912,"110918","PT1B","1109"
913,"110731","PT1B","1107"
914,"111013","PT1B","1110"
915,"111409","PT1B","1114"
916,"111129","PT1B","1111"
917,"110921","PT1B","1109"
918,"111408","PT1B","1114"
919,"111128","PT1B","1111"
920,"111409","PT1B","1114"
921,"110919","PT1B","1109"
922,"110727","PT1B","1107"
923,"110507","PT1B","1105"
924,"111414","PT1B","1114"
925,"111135","PT1B","1111"
926,"110911","PT1B","1109"
927,"110902","PT1B","1109"
928,"110501","PT1B","1105"
929,"110508","PT1B","1105"
930,"110501","PT1B","1105"
